STEPS_PER_ACTION	GOOMBA_RANGE	KOOPA_RANGE	RUN_SCORE	RUN_TIME	STEPS
9	70	80	231.0	3.8739894	159
9	75	30	231.0	3.883357	159
9	75	35	231.0	3.9133951	159
9	75	40	231.0	3.8730245	159
9	75	45	231.0	3.9701223	159
9	75	50	231.0	3.8681657	159
9	75	55	231.0	3.955894	159
9	75	60	231.0	3.9156526	159
9	75	65	231.0	3.897078	159
9	75	70	231.0	3.9257478	159
9	75	75	231.0	3.8638736	159
9	75	80	231.0	3.8855876	159
9	80	30	231.0	3.9193918	159
9	80	35	231.0	3.896294	159
9	80	40	231.0	3.8590697	159
9	80	45	231.0	3.8977149	159
9	80	50	231.0	3.8777096	159
9	80	55	231.0	3.8981456	159
9	80	60	231.0	3.8536206	159
9	80	65	231.0	3.9027941	159
9	80	70	231.0	3.9124966	159
9	80	75	231.0	3.9485011	159
9	80	80	231.0	3.9323059	159
10	30	30	231.0	3.4057488	159
10	30	35	231.0	3.3998776	159
10	30	40	231.0	3.4183405	159
10	30	45	231.0	3.4156312	159
10	30	50	231.0	3.3666844	159
10	30	55	231.0	3.3867862	159
10	30	60	231.0	3.4111983	159
10	30	65	231.0	3.4229223	159
10	30	70	231.0	3.4509413	159
10	30	75	231.0	3.379417	159
10	30	80	231.0	3.3930468	159
10	35	30	231.0	3.383852	159
10	35	35	231.0	3.3978091	159
10	35	40	231.0	3.3821789	159
10	35	45	231.0	3.4229732	159
10	35	50	231.0	3.4132018	159
10	35	55	231.0	3.4160799	159
10	35	60	231.0	3.392246	159
10	35	65	231.0	3.4033422	159
10	35	70	231.0	3.4137688	159
10	35	75	231.0	3.4143971	159
10	35	80	231.0	3.4069559	159
10	40	30	231.0	3.4077164	159
10	40	35	231.0	3.4397012	159
10	40	40	231.0	3.4104047	159
10	40	45	231.0	3.3835901	159
10	40	50	231.0	3.4423505	159
10	40	55	231.0	3.4373067	159
10	40	60	231.0	3.4041727	159
10	40	65	231.0	3.4138568	159
10	40	70	231.0	3.4108796	159
10	40	75	231.0	3.425372	159
10	40	80	231.0	3.4269866	159
10	45	30	231.0	3.4022689	159
10	45	35	231.0	3.4139393	159
10	45	40	231.0	3.3970199	159
10	45	45	231.0	3.4032633	159
10	45	50	231.0	3.4268989	159
10	45	55	231.0	3.3973293	159
10	45	60	231.0	3.4154598	159
10	45	65	231.0	3.3988599	159
10	45	70	231.0	3.4028518	159
10	45	75	231.0	3.3896718	159
10	45	80	231.0	3.3735937	159
10	50	30	231.0	3.4034136	159
10	50	35	231.0	3.3976475	159
10	50	40	231.0	3.45229	159
10	50	45	231.0	3.3986403	159
10	50	50	231.0	3.4859187	159
10	50	55	231.0	3.361752	159
10	50	60	231.0	3.4076594	159
10	50	65	231.0	3.3781767	159
10	50	70	231.0	3.4017342	159
10	50	75	231.0	3.4249853	159
10	50	80	231.0	3.3672859	159
10	55	30	231.0	3.3924215	159
10	55	35	231.0	3.411786	159
10	55	40	231.0	3.3643455	159
10	55	45	231.0	3.3887836	159
10	55	50	231.0	3.4005072	159
10	55	55	231.0	3.4218136	159
10	55	60	231.0	3.3902316	159
10	55	65	231.0	3.4101687	159
10	55	70	231.0	3.4172676	159
10	55	75	231.0	3.4428322	159
10	55	80	231.0	3.4251483	159
10	60	30	231.0	3.5185294	159
10	60	35	231.0	3.4598054	159
10	60	40	231.0	3.4466498	159
10	60	45	231.0	3.4228267	159
10	60	50	231.0	3.4356498	159
10	60	55	231.0	3.3981082	159
10	60	60	231.0	3.3984432	159
10	60	65	231.0	3.4185785	159
10	60	70	231.0	3.3755778	159
10	60	75	231.0	3.397822	159
10	60	80	231.0	3.3871059	159
10	65	30	231.0	3.3735365	159
10	65	35	231.0	3.4517786	159
10	65	40	231.0	3.3975959	159
10	65	45	231.0	3.3872189	159
10	65	50	231.0	3.496916	159
10	65	55	231.0	3.2712547	159
10	65	60	231.0	3.2319812	159
10	65	65	231.0	3.2655343	159
10	65	70	231.0	3.2850213	159
10	65	75	231.0	3.2307034	159
10	65	80	231.0	3.2402587	159
10	70	30	231.0	3.2355248	159
10	70	35	231.0	3.2358889	159
10	70	40	231.0	3.2797917	159
10	70	45	231.0	3.2494137	159
10	70	50	231.0	3.2560326	159
10	70	55	231.0	3.2549496	159
10	70	60	231.0	3.2577976	159
10	70	65	231.0	3.2503081	159
10	70	70	231.0	3.2438464	159
10	70	75	231.0	3.2626811	159
10	70	80	231.0	3.2491003	159
10	75	30	231.0	3.2637285	159
10	75	35	231.0	3.2895818	159
10	75	40	231.0	3.2375226	159
10	75	45	231.0	3.2551003	159
10	75	50	231.0	3.2418601	159
10	75	55	231.0	3.257923	159
10	75	60	231.0	3.2340735	159
10	75	65	231.0	3.2577696	159
10	75	70	231.0	3.2489167	159
10	75	75	231.0	3.2420245	159
10	75	80	231.0	3.2506024	159
10	80	30	231.0	3.2553536	159
10	80	35	231.0	3.2731448	159
10	80	40	231.0	3.268357	159
10	80	45	231.0	3.2551514	159
10	80	50	231.0	3.2261301	159
10	80	55	231.0	3.2699714	159
10	80	60	231.0	3.2253137	159
10	80	65	231.0	3.236445	159
10	80	70	231.0	3.2505207	159
10	80	75	231.0	3.2722126	159
10	80	80	231.0	3.2694444	159
