STEPS_PER_ACTION	AVG_RUN_SCORE	AVG_RUN_TIME	AVG_STEPS
4	1309.4710743801652	39.42224434710744	852.9669421487604
5	1805.801652892562	44.55039178264463	1194.6446280991736
6	1342.801652892562	26.66859416363636	905.0413223140496
